"plotID","top_height","ba_ha","lor","qmdbh","dens","AGB_ha","V_ha","Vmerch_ha"
209,15.5,12.5105314119008,10.5597847118393,12.6167349183535,1000.67239507504,48.1221679150772,61.4242374045377,36.3789584689092
210,18.7,28.817577869574,12.3794439963428,12.4911926418986,2351.58012842635,100.228409225375,162.917924506974,93.5601466605249
211,19.7,28.885246120668,14.1271496641442,14.1910882705087,1826.22712101195,115.481069294595,180.34639346936,123.508609051774
212,21.5,32.1113015017479,17.2907033292975,19.0573185125528,1125.75644445942,134.788752191824,239.31474880565,203.232239279204
213,18.3,19.3838495297017,12.4702736207463,15.7046808308861,1000.67239507504,78.7936934075685,108.299803382522,84.1050154275837
214,20,11.3578133645189,13.1623680932775,16.5911623060793,525.353007414397,47.9956586058115,68.0635735586846,53.1681846956067
215,19.9,40.2441204856396,15.075394326541,12.6498486898065,3202.15166424014,130.957352179522,264.577053560167,154.1555010983
216,19.7,38.5424722410845,15.5861236094144,12.7855158936457,3002.01718522513,154.550007416613,272.142515065677,161.631618856991
218,20.4,37.6345702240833,16.0952341125338,16.4249252361794,1776.1935012582,147.132820127869,260.914274717084,205.284468865292
219,18.8,34.0881762109552,15.5889090049743,16.2132101022031,1651.10945187382,133.851760641694,231.730582968891,176.65681626164
220,20.3,28.804452901011,17.8061473534,19.1442746010393,1000.67239507504,127.404482397221,230.871674433803,199.759813785207
221,23.6,56.6016430574418,15.3838059804336,20.1430133275906,1776.1935012582,154.47766470555,356.711518887254,305.459135189037
224,21.6,31.3644308636387,18.9517248594253,17.8678706062026,1250.8404938438,133.661187104926,265.413377227576,219.554073283758
226,16.8,32.3099198040843,13.891073597154,12.5144678177662,2626.76503707199,127.969316317495,207.359038358101,115.276353368382
227,19.9,37.2060832264474,16.201647640468,14.2693633769274,2326.56331854947,150.589231731769,274.245222012331,184.381885896178
228,31,28.1900353981188,25.7347392074673,26.7837824065235,500.336197537521,143.803625498133,302.180431987622,278.889320770696
229,22.2,29.2995667974448,16.6921640249676,16.7738115739083,1325.89092347443,120.700257077556,209.190938752408,169.097244629199
230,26.2,30.7191854031487,16.6517355692232,22.8288122044636,750.504296306282,143.563678711039,220.507767433937,192.616615872332
231,21.3,31.5506946016297,16.6970847062142,15.7176234257551,1626.09264199694,132.031065074795,238.428495202953,180.966010189395
232,22.1,28.9021435352849,14.9597860617205,15.5288467687466,1526.02540248944,107.791144840257,189.762378636391,144.519684722839
233,25.7,43.5336345002767,18.634553812408,19.0584089267618,1526.02540248944,186.887002210531,354.755543395443,305.949416051852
236,26.5,35.4134836653086,18.8655438747169,21.2272348646733,1000.67239507504,163.081446221237,292.870401368949,259.882100934778
237,26.6,33.7643352950053,20.3177636448703,21.8482646145333,900.605155567538,151.488380218254,292.915696338029,261.788521458932
238,21.9,27.495983916805,17.3026964066491,16.7297220538776,1250.8404938438,118.060852223152,213.525223354892,173.295142606149
239,28.7,51.4046270622705,20.3964613568162,22.2178620984652,1325.89092347443,232.014974868497,454.653011243227,409.406687798143
240,22.1,39.4239278393944,15.5099226262712,15.1865601501921,2176.46245928822,145.022900635209,263.339819941873,186.452871561341
241,21.4,38.3447528419094,16.9865192639772,14.9772624602962,2176.46245928822,138.527731286625,280.382478258565,196.883624355156
242,21.9,47.6531848875811,17.6734567286061,16.5078326659148,2226.49607904197,203.387396022357,369.761171837974,290.645569182414
243,18.1,34.044832377647,15.2651502091461,12.3285576339381,2851.91632596387,124.986448245298,226.994480751297,114.663359517825
244,23.4,38.5079504300589,17.8669940343165,19.4138927258093,1300.87411359756,158.145696417369,289.921494561046,248.076960251636
246,20.4,37.8347456428248,16.7565576260651,16.1312731355269,1851.24393088883,154.117997872678,282.888432926469,215.861729635047
248,22.3,44.9542551619637,16.3317394555769,15.2022160798146,2476.66417781073,170.207952846927,318.918661064617,238.476802798501
250,21.5,47.9353127672149,16.5971865630194,18.2812314863505,1826.22712101195,200.427445862605,346.665737461254,288.808257216907
251,21.2,33.1516075335748,17.4988891476907,15.0999507785129,1851.24393088883,138.739886346596,260.513086206964,192.781533319626
252,23.3,34.175767692772,17.3310455746504,21.3947115944695,950.63877532129,147.278110614132,246.813600812645,206.014676461757
254,19.7,34.5595354861426,16.6862794783162,13.1317606304296,2551.71460744136,136.797104574097,262.226871725456,153.971148438276
255,21,30.9389893302651,17.0577402230717,15.6856373396174,1601.07583212007,129.866284611518,238.397646093491,181.717584414633
256,28,50.9347610469795,21.6529719639724,18.3485128028928,1926.29436051946,231.591612662238,483.250403061355,407.680350408743
259,24.4,47.2590232194055,19.0329726662135,17.4488946369285,1976.32798027321,203.209056422194,398.571916910263,327.151868660294
260,23.3,25.6513167408581,17.6221692596051,18.2962305211224,975.655585198166,109.303178763152,191.734548906644,161.247644893459
