plotID,avg,std,ske,kur,p05,p10,p15,p20,p25,p30,p35,p40,p45,p50,p55,p60,p65,p70,p75,p80,p85,p90,p95,p99,d0,d1,d2,d3,d4,cov,dns
1,1.84,0.39,0.76,3.12,1.34,1.39,1.43,1.47,1.51,1.56,1.62,1.67,1.72,1.77,1.83,1.89,1.94,2.01,2.09,2.17,2.27,2.39,2.56,2.89,10.3,0,0,0,0,10.3,10.3
10,6.99,0.75,0.49,4.91,5.82,6.06,6.22,6.37,6.49,6.6,6.71,6.8,6.89,6.97,7.06,7.14,7.23,7.34,7.44,7.57,7.72,7.94,8.23,8.83,0.1,97,0.3,0,0,99.2,97.3
100,15.03,9.84,0.12,1.48,2.53,3.16,3.66,4.1,4.73,5.23,6.58,10.76,12.84,14.66,16.2,18.21,21.14,23.26,25.37,26.4,27.52,28.45,29.24,30.63,24.6,10.6,12.2,11.9,9.6,96.2,94.7
105,16.6,9.06,-0.32,1.53,1.92,2.53,4.44,7.46,8.92,9.97,11.15,12.7,14.53,17.04,22.9,24.06,24.58,25.04,25.39,25.71,25.95,26.23,26.57,27.14,8.1,11.6,13.1,4.1,14.5,82.1,76.1
108,16.05,12.8,0,1.1,1.61,1.84,2.07,2.3,2.57,2.87,3.27,4.14,8.15,14.38,26.89,27.85,28.4,28.84,29.21,29.58,29.93,30.26,30.6,31.04,26.5,5.6,2.8,1.6,0.8,87,81.6
109,14.61,11.79,0.22,1.24,1.62,1.99,2.35,2.71,3.07,3.43,4.02,5.16,7.33,10.12,13.91,21.06,26.45,27.33,28.03,28.66,29.12,29.61,30.1,30.74,25.3,8.5,6.3,2.3,1.5,80.6,77
112,19.15,3.64,-2.93,12.42,9.32,16.78,17.61,18.11,18.51,18.85,19.17,19.51,19.8,20.05,20.27,20.48,20.69,20.9,21.12,21.33,21.56,21.84,22.2,22.84,1.1,2.5,0.5,35,41.4,91.7,80.4
114,18.75,3.82,-1.91,7.92,10.03,15.05,16.19,16.85,17.42,17.95,18.36,18.72,19.12,19.44,19.79,20.15,20.51,20.89,21.26,21.58,21.93,22.42,23.05,23.91,0.7,3.1,4.4,43.2,38,95.2,89.5
115,18.51,4.6,-2.86,10.45,2.61,16.23,17.57,18.24,18.64,18.95,19.19,19.42,19.62,19.79,19.95,20.12,20.26,20.41,20.58,20.78,21.02,21.32,21.76,22.86,2.8,0.4,1.6,45.9,41.7,96.3,92.3
118,18.69,4.89,-1.08,3.82,9.33,11.2,13.07,14.53,16.34,17.21,18.04,18.63,19.32,19.95,20.44,21.02,21.57,22.05,22.5,22.87,23.23,23.77,24.43,25.13,0.7,4.1,12.3,24.2,40.1,90.9,82.6
119,20.91,6.41,-1.03,2.81,8.3,10.47,12.29,13.9,15.76,19.09,21.62,22.78,23.44,23.91,24.28,24.6,24.93,25.24,25.53,25.88,26.28,26.74,27.31,28.02,1,6.5,12,7,29.3,92.5,84.8
120,18.58,5.51,-1.63,5.04,4.09,10.41,12.62,15.88,17.95,18.7,19.18,19.62,19.99,20.34,20.64,20.95,21.27,21.65,22.09,22.47,22.88,23.33,24,24.84,2.5,3.6,8.9,24,49.5,94.2,89.2
122,18.99,6.18,-1.26,3.81,3.66,9.42,11.89,14.45,15.91,18.14,19.25,19.97,20.51,21.02,21.48,21.9,22.36,22.95,23.43,23.91,24.33,24.83,25.45,26.44,3.7,5.2,10.1,17.5,48.3,95.5,93.1
128,19.04,7.08,-1.06,2.95,3.14,6.85,10.54,12.67,14.06,16.99,19.18,20.74,21.42,21.95,22.44,22.87,23.39,23.93,24.35,24.77,25.21,25.63,26.19,27.05,6.1,5.8,11.7,9.4,41.9,94.7,91.1
13,5.44,2.51,1.01,3.96,2.2,2.67,3.08,3.39,3.65,3.89,4.13,4.39,4.71,5.02,5.3,5.56,5.86,6.2,6.61,7.17,7.97,9.28,10.46,12.82,38.3,35.7,5.7,0.2,0,81.4,79.8
131,16.99,10.02,-0.49,1.53,1.8,2.16,2.51,3.02,4.53,8.84,12.92,16.22,20.3,22.39,23.33,24.06,24.6,25.21,25.77,26.19,26.61,27.02,27.55,28.32,15.6,5.1,5.7,5.1,20.3,84.4,79.1
132,18.51,11.46,-0.57,1.5,1.49,1.67,1.89,2.16,3.07,7.5,13.18,22.47,24.39,25.48,26.12,26.61,27.05,27.45,27.87,28.26,28.67,29.12,29.79,30.79,8.8,4,3.3,1.8,7.4,77.8,69.2
133,19.84,10.55,-0.44,1.5,2.45,3.97,6.07,7.97,9.45,10.81,12.57,15.15,24.67,26.59,27.33,27.9,28.36,28.77,29.14,29.52,29.88,30.23,30.67,31.28,7.6,11.6,10.7,2.9,1.8,84.1,78.9
135,18.04,10.95,-0.52,1.38,1.97,2.42,2.9,3.47,4.39,5.84,9.12,23.27,24.61,25.3,25.79,26.16,26.5,26.79,27.05,27.29,27.53,27.81,28.29,28.93,20.8,8.4,2,0.7,8.8,93.3,90.4
136,18.04,12.81,-0.15,1.12,1.94,2.57,3.01,3.43,3.88,4.46,5.7,8.01,11.06,26.81,28.54,29.16,29.67,30.09,30.37,30.66,30.93,31.29,31.72,32.31,24,9.8,2.5,0.7,1.1,86.7,83.4
137,19.56,13.07,-0.2,1.24,1.69,2.24,2.85,3.63,5.12,7.58,9.6,11.78,14.54,26.82,29.56,30.36,31.02,31.57,32.12,32.58,33.09,33.57,34.01,34.55,14.2,9.5,8.2,1.9,1.2,83,78.1
138,19.4,12.09,-0.32,1.36,1.72,2.16,2.61,3.64,6.67,9.41,11.93,13.91,17.16,27.38,28.92,29.66,30.11,30.48,30.74,30.99,31.24,31.48,31.77,32.23,10.3,6.4,8.4,4.2,0.6,74.3,68.1
141,23.27,4.81,-2.52,9.59,11.13,18.78,21.19,22.17,22.82,23.3,23.72,24.1,24.43,24.7,24.94,25.2,25.44,25.69,25.94,26.21,26.47,26.79,27.24,27.89,0.3,1.9,3.6,2.8,36.3,89.6,81
146,22.59,7.16,-1.67,4.67,3.75,10.78,13.94,17.71,22.29,23.29,23.99,24.75,25.33,25.72,26.03,26.29,26.56,26.82,27.09,27.33,27.62,27.92,28.25,28.77,2.9,3,6.6,4.2,19,93.2,88.2
147,21.72,4.18,-2.02,7.34,12.29,15.99,18.45,20.03,20.9,21.58,22.08,22.46,22.78,23.02,23.28,23.51,23.77,24.02,24.27,24.55,24.86,25.18,25.62,26.19,0.5,1.8,4.6,8.8,53.2,88.9,79.1
149,23.3,6.02,-1.68,4.78,10.31,12.94,14.76,20.21,23.56,24.27,24.71,25.09,25.45,25.75,26.05,26.31,26.54,26.77,27.01,27.25,27.52,27.79,28.13,28.61,0.6,2.3,7.9,3.2,13.6,83.6,72.7
152,20.69,9.64,-0.95,2.26,1.98,3.11,5.51,9.53,12.65,16.2,23.16,25.1,25.72,26.15,26.52,26.79,27.07,27.37,27.67,28.02,28.35,28.67,29.1,29.82,8.2,5.7,6.7,4.6,5.3,90.8,84.7
153,22.43,7.83,-0.96,2.58,7.55,10.58,12.33,13.81,15.2,17.22,22.76,25.27,26.18,26.68,27.06,27.47,27.79,28.11,28.36,28.6,28.84,29.12,29.5,30.71,1.6,5.3,13.5,7.2,5.5,92.4,87
154,21.1,7.91,-1.04,2.52,5.11,8.37,10.32,11.85,13.69,16.79,24.21,25.11,25.59,25.88,26.09,26.25,26.4,26.55,26.71,26.86,26.98,27.14,27.31,27.59,3.7,8.1,12.1,4.2,6.1,93.2,89
155,20.98,8.93,-1.27,2.97,2.06,2.96,6,12.42,16.51,23.13,24.11,24.62,25.03,25.39,25.71,26,26.29,26.56,26.82,27.07,27.37,27.7,28.11,28.67,7.6,2.7,4.5,3,13.9,83.8,75.9
156,21.11,7.78,-1.59,4.16,2.41,4.03,11.51,19.52,20.75,21.69,22.34,22.85,23.41,23.99,24.42,24.84,25.26,25.68,26.06,26.4,26.73,27.16,27.75,28.53,6.8,2.1,1.3,5,34.2,90.4,81.9
157,20.77,9.78,-0.74,1.83,3.32,5.03,6.8,8.52,10.26,13.06,17.83,24.65,26.18,26.79,27.24,27.57,27.87,28.14,28.41,28.69,28.98,29.29,29.64,30.19,7.8,13.2,7.3,3,4.8,93.7,90.7
158,23.01,9.91,-0.93,2.12,4.53,6.71,8.63,10.22,12.3,15.57,27.23,28.06,28.51,28.84,29.12,29.38,29.62,29.85,30.06,30.27,30.51,30.77,31.12,31.61,3.7,12.6,9.4,1.7,0.8,95.5,91.4
159,20.57,10.51,-0.81,1.84,2.48,3.07,3.85,5.91,9.67,12.81,24.69,26.26,26.83,27.23,27.52,27.77,27.99,28.2,28.37,28.54,28.75,29,29.27,29.7,15.8,7.1,7,1.7,1.2,97.7,96.4
161,20.64,10.87,-0.27,1.43,3.45,5.41,7.2,9.32,10.49,11.7,13.3,14.9,17.14,24.36,28.88,29.73,30.24,30.64,30.97,31.35,31.75,32.18,32.65,33.18,7.5,13.4,16.5,7.4,2.1,96.3,94.8
164,25.46,4.01,-3.22,15.89,18.92,21.44,23.57,24.55,25.05,25.46,25.75,26.01,26.28,26.55,26.78,27.01,27.22,27.42,27.62,27.84,28.07,28.33,28.64,29.08,0.5,0.8,1.3,3.8,15.6,96.5,91.6
166,23.78,7.49,-1.76,4.74,4.57,9.55,13.97,23.24,24.53,25.18,25.71,26.13,26.47,26.76,27.05,27.32,27.61,27.9,28.18,28.46,28.74,29.01,29.35,29.83,4.4,4.6,5,2.1,9.3,95.8,91.3
168,23.39,7.57,-1.38,3.78,7.36,10.93,13.05,15.89,21.97,23.68,24.91,25.65,26.19,26.63,27,27.35,27.69,28.02,28.35,28.7,29.12,29.63,30.35,31.37,2.9,3.9,9.7,5.3,11.1,97.4,94.8
17,5.86,2.63,0.26,2.64,1.68,2.18,2.82,3.43,3.86,4.31,4.72,5.05,5.42,5.77,6.17,6.56,6.98,7.34,7.74,8.17,8.65,9.3,10.18,12.27,18.2,32.7,3.5,0,0,58.6,54.5
173,24.95,8.21,-1.16,2.82,9.02,10.64,12.05,14.24,20.99,25.49,27.36,28.15,28.6,28.95,29.26,29.61,29.95,30.29,30.59,30.89,31.23,31.57,32.04,32.72,0.4,5.8,11.5,2.6,4.3,91.8,85.7
176,24.18,11.61,-0.91,2.13,2.22,3.42,6.09,10.21,13.6,17.22,28.45,29.69,30.54,31.07,31.42,31.77,32.09,32.34,32.6,32.9,33.21,33.6,34,34.63,7.8,5.7,6.5,4.6,0.8,88.5,83.4
177,4.56,1.46,-0.14,2.48,1.94,2.48,2.93,3.29,3.57,3.82,4.05,4.24,4.44,4.63,4.82,5.01,5.2,5.4,5.63,5.88,6.14,6.45,6.86,7.57,38.5,28.6,0,0,0,70.3,67.1
178,3.55,1.67,0.87,3.27,1.47,1.64,1.83,2.04,2.23,2.43,2.62,2.81,3.01,3.21,3.44,3.68,3.92,4.2,4.5,4.89,5.39,6.1,6.92,7.96,38.8,11.7,0.1,0,0,51,50.5
180,3.57,2.23,1.18,3.82,1.36,1.43,1.52,1.6,1.71,1.84,1.98,2.21,2.58,2.94,3.29,3.62,3.95,4.32,4.79,5.3,5.81,6.79,8.28,10.4,12.4,6.3,0.5,0,0,19.5,19.3
182,3.95,4.1,1.71,4.34,1.35,1.39,1.44,1.49,1.55,1.63,1.7,1.79,1.92,2.08,2.25,2.44,2.64,2.89,3.19,4.48,9.83,12.36,13.75,15.41,7.9,1.2,3.2,0.4,0,13,12.7
185,4.23,3.94,1.39,3.44,1.36,1.43,1.49,1.56,1.65,1.74,1.84,1.94,2.05,2.18,2.33,2.56,2.99,3.56,5.23,8.22,9.8,11.64,13.01,14.43,7.1,2.4,3.2,0.1,0,13,12.7
186,5.45,2.73,0,1.77,1.47,1.67,1.92,2.23,2.76,3.34,4.06,4.65,5.14,5.68,6.14,6.53,6.99,7.39,7.78,8.13,8.54,8.97,9.53,10.72,10.3,20.4,1.1,0,0,32.5,31.8
187,4.88,1.85,0.14,2.36,1.84,2.38,2.85,3.21,3.51,3.78,4.05,4.34,4.56,4.82,5.08,5.33,5.6,5.91,6.21,6.5,6.93,7.41,8.05,8.98,25.6,25,0,0,0,53,50.6
188,6.66,2.12,0.02,3.29,3,3.91,4.5,4.91,5.31,5.64,5.94,6.22,6.47,6.72,6.98,7.22,7.48,7.77,8.1,8.41,8.76,9.12,9.83,12.26,13.5,53,3.1,0,0,74.5,69.6
191,8.35,3.97,0.14,2.03,2.21,3,3.78,4.47,5.12,5.79,6.32,6.87,7.43,8.05,8.71,9.44,10.22,10.97,11.71,12.32,12.93,13.72,14.83,16.66,16.7,32.5,26.6,3.7,0,83.3,79.5
